,season,mnth,holiday,workingday,weathersit,temp,cnt
703,4,12,0,1,1,0.475833,6606
704,4,12,0,1,1,0.438333,5729
705,4,12,0,1,1,0.255833,5375
706,4,12,0,1,2,0.320833,5008
707,4,12,0,0,2,0.381667,5582
708,4,12,0,0,2,0.384167,3228
709,4,12,0,1,2,0.435833,5170
710,4,12,0,1,2,0.353333,5501
711,4,12,0,1,2,0.2975,5319
712,4,12,0,1,1,0.295833,5532
713,4,12,0,1,1,0.281667,5611
714,4,12,0,0,1,0.324167,5047
715,4,12,0,0,2,0.3625,3786
716,4,12,0,1,2,0.393333,4585
717,4,12,0,1,1,0.410833,5557
718,4,12,0,1,1,0.3325,5267
719,4,12,0,1,2,0.33,4128
720,1,12,0,1,2,0.326667,3623
721,1,12,0,0,1,0.265833,1749
722,1,12,0,0,1,0.245833,1787
723,1,12,0,1,2,0.231304,920
724,1,12,1,0,2,0.291304,1013
725,1,12,0,1,3,0.243333,441
726,1,12,0,1,2,0.254167,2114
727,1,12,0,1,2,0.253333,3095
728,1,12,0,0,2,0.253333,1341
729,1,12,0,0,1,0.255833,1796
730,1,12,0,1,2,0.215833,2729
